FPR,TPR
0.0,0.0
0.0,2.6878107781212204e-05
0.0,0.007337723424270932
2.6878107781212204e-05,0.007337723424270932
2.6878107781212204e-05,0.010159924741298213
5.375621556242441e-05,0.010159924741298213
5.375621556242441e-05,0.01185324553151458
5.375621556242441e-05,0.011907001747077007
5.375621556242441e-05,0.015454911974197016
8.06343233436366e-05,0.015454911974197016
8.06343233436366e-05,0.01830399139900551
0.00010751243112484882,0.01830399139900551
0.00010751243112484882,0.02160999865609461
0.00013439053890606102,0.02160999865609461
0.00013439053890606102,0.02647493616449402
0.0001612686466872732,0.02647493616449402
0.0001612686466872732,0.028867087757021907
0.0001612686466872732,0.02892084397258433
0.0001612686466872732,0.03120548313398737
0.0001612686466872732,0.03125923934954979
0.0001612686466872732,0.03324821932535949
0.0001612686466872732,0.033301975540921916
0.0001612686466872732,0.03332885364870313
0.00018814675446848542,0.03332885364870313
0.00018814675446848542,0.03623168928907405
0.00021502486224969763,0.03623168928907405
0.00021502486224969763,0.03883886574385163
0.00024190297003090982,0.03883886574385163
0.00024190297003090982,0.041311651659723156
0.00026878107781212203,0.041311651659723156
0.00026878107781212203,0.04198360435425346
0.00029565918559333425,0.04198360435425346
0.00029565918559333425,0.04214487300094073
0.00029565918559333425,0.04219862921650316
0.00029565918559333425,0.04717107915602742
0.0003225372933745464,0.04717107915602742
0.0003225372933745464,0.051390942077677734
0.0003494154011557586,0.051390942077677734
0.0003494154011557586,0.052385432065582584
0.00037629350893697084,0.052385432065582584
0.00037629350893697084,0.05587958607714017
0.00040317161671818305,0.05587958607714017
0.00040317161671818305,0.05776105362182502
0.00043004972449939527,0.05776105362182502
0.00043004972449939527,0.058540518747480175
0.0004569278322806074,0.058540518747480175
0.0004569278322806074,0.062437844375755946
0.00048380594006181964,0.062437844375755946
0.00048380594006181964,0.06821663754871657
0.0005106840478430318,0.06821663754871657
0.0005106840478430318,0.07197957263808628
0.0005106840478430318,0.0720333288536487
0.0005106840478430318,0.08517672355866147
0.0005106840478430318,0.08523047977422389
0.0005106840478430318,0.08541862652869238
0.0005106840478430318,0.08547238274425481
0.0005106840478430318,0.08662814137884693
0.0005375621556242441,0.08662814137884693
0.0005375621556242441,0.09049858889934148
0.0005644402634054562,0.09049858889934148
0.0005644402634054562,0.09595484477892756
0.0005913183711866685,0.09595484477892756
0.0005913183711866685,0.0971374815213009
0.0006181964789678807,0.0971374815213009
0.0006181964789678807,0.09990592662276576
0.0006450745867490928,0.09990592662276576
0.0006450745867490928,0.10173363795188818
0.0006719526945303051,0.10173363795188818
0.0006719526945303051,0.1050665233167585
0.0006988308023115172,0.1050665233167585
0.0006988308023115172,0.10915199569950275
0.0007257089100927295,0.10915199569950275
0.0007257089100927295,0.10923263002284639
0.0007525870178739417,0.10923263002284639
0.0007525870178739417,0.11372127402230883
