ACC,BACC,Sensitivity_Recall,Specificity,mcc,roc_auc,AP
0.9095417282623304,0.9095417282623304,0.8922994221206827,0.9267840344039779,0.8195709136336579,0.9627710133496347,0.9620258380055715
