FPR,TPR
0.0,0.0
0.0,2.6878107781212204e-05
0.0,0.007203332885364871
2.6878107781212204e-05,0.007203332885364871
2.6878107781212204e-05,0.010079290417954577
5.375621556242441e-05,0.010079290417954577
5.375621556242441e-05,0.011396317699233974
8.06343233436366e-05,0.011396317699233974
8.06343233436366e-05,0.012122026609326703
8.06343233436366e-05,0.012175782824889127
8.06343233436366e-05,0.016637548716570354
0.00010751243112484882,0.016637548716570354
0.00010751243112484882,0.02206692648837522
0.00010751243112484882,0.022120682703937643
0.00010751243112484882,0.026179276978900684
0.00013439053890606102,0.026179276978900684
0.00013439053890606102,0.026904985888993416
0.0001612686466872732,0.026904985888993416
0.0001612686466872732,0.027388791829055233
0.00018814675446848542,0.027388791829055233
0.00018814675446848542,0.03324821932535949
0.00021502486224969763,0.03324821932535949
0.00021502486224969763,0.03795188818707163
0.00024190297003090982,0.03795188818707163
0.00024190297003090982,0.038355059803789816
0.00026878107781212203,0.038355059803789816
0.00026878107781212203,0.044698293240155895
0.00029565918559333425,0.044698293240155895
0.00029565918559333425,0.04746673834162075
0.00029565918559333425,0.04752049455718317
0.00029565918559333425,0.0484612283295256
0.0003225372933745464,0.0484612283295256
0.0003225372933745464,0.05053084262867894
0.0003494154011557586,0.05053084262867894
0.0003494154011557586,0.052922994221206825
0.00037629350893697084,0.052922994221206825
0.00037629350893697084,0.053003628544550464
0.00040317161671818305,0.053003628544550464
0.00040317161671818305,0.053621825023518345
0.00043004972449939527,0.053621825023518345
0.00043004972449939527,0.05445504636473592
0.0004569278322806074,0.05445504636473592
0.0004569278322806074,0.058271737669668054
0.00048380594006181964,0.058271737669668054
0.00048380594006181964,0.060502620615508665
0.0005106840478430318,0.060502620615508665
0.0005106840478430318,0.061282085741163825
0.0005106840478430318,0.06133584195672625
0.0005106840478430318,0.07039376427899476
0.0005375621556242441,0.07039376427899476
0.0005375621556242441,0.07727455987098508
0.0005375621556242441,0.07732831608654751
0.0005375621556242441,0.07783900013439055
0.0005644402634054562,0.07783900013439055
0.0005644402634054562,0.07980110200241904
0.0005913183711866685,0.07980110200241904
0.0005913183711866685,0.08001612686466873
0.0006181964789678807,0.08001612686466873
0.0006181964789678807,0.08098373874479237
0.0006450745867490928,0.08098373874479237
0.0006450745867490928,0.08256954710388388
0.0006719526945303051,0.08256954710388388
0.0006719526945303051,0.08439725843300631
0.0006988308023115172,0.08439725843300631
0.0006988308023115172,0.08463916140303723
0.0007257089100927295,0.08463916140303723
0.0007257089100927295,0.0850154549119742
0.0007525870178739417,0.0850154549119742
0.0007525870178739417,0.08931595215696815
0.0007794651256551538,0.08931595215696815
0.0007794651256551538,0.09232630022846391
0.0008063432334363661,0.09232630022846391
0.0008063432334363661,0.09342830264749362
0.0008063432334363661,0.09348205886305604
0.0008063432334363661,0.09396586480311786
