FPR,TPR
0.0,0.0
0.0,2.6878107781212204e-05
0.0,0.002257761053621825
2.6878107781212204e-05,0.002257761053621825
2.6878107781212204e-05,0.0036285445504636474
5.375621556242441e-05,0.0036285445504636474
5.375621556242441e-05,0.009971777986829727
8.06343233436366e-05,0.009971777986829727
8.06343233436366e-05,0.012659588764950947
0.00010751243112484882,0.012659588764950947
0.00010751243112484882,0.016503158177664293
0.00013439053890606102,0.016503158177664293
0.00013439053890606102,0.017363257626663083
0.0001612686466872732,0.017363257626663083
0.0001612686466872732,0.017900819782287327
0.00018814675446848542,0.017900819782287327
0.00018814675446848542,0.018357747614567935
0.00021502486224969763,0.018357747614567935
0.00021502486224969763,0.022980782152936433
0.00024190297003090982,0.022980782152936433
0.00024190297003090982,0.03459212471442011
0.00026878107781212203,0.03459212471442011
0.00026878107781212203,0.035532858486762534
0.00029565918559333425,0.035532858486762534
0.00029565918559333425,0.039994624378443755
0.0003225372933745464,0.039994624378443755
0.0003225372933745464,0.045612148904717105
0.0003494154011557586,0.045612148904717105
0.0003494154011557586,0.047197957263808626
0.0003494154011557586,0.04725171347937105
0.0003494154011557586,0.04784303185055772
0.00037629350893697084,0.04784303185055772
0.00037629350893697084,0.050960892353178334
0.00040317161671818305,0.050960892353178334
0.00040317161671818305,0.05206289477220804
0.00043004972449939527,0.05206289477220804
0.00043004972449939527,0.05703534471173229
0.0004569278322806074,0.05703534471173229
0.0004569278322806074,0.06292165031581777
0.0004569278322806074,0.06297540653138019
0.0004569278322806074,0.06378174976481656
0.00048380594006181964,0.06378174976481656
0.00048380594006181964,0.06407740895040989
0.0005106840478430318,0.06407740895040989
0.0005106840478430318,0.06477623975272141
0.0005375621556242441,0.06477623975272141
0.0005375621556242441,0.06480311786050262
0.0005644402634054562,0.06480311786050262
0.0005644402634054562,0.07036688617121355
0.0005913183711866685,0.07036688617121355
0.0005913183711866685,0.0720333288536487
0.0005913183711866685,0.07208708506921113
0.0005913183711866685,0.0733503561349281
0.0006181964789678807,0.0733503561349281
0.0006181964789678807,0.07617255745195538
0.0006450745867490928,0.07617255745195538
0.0006450745867490928,0.08168256954710389
0.0006719526945303051,0.08168256954710389
0.0006719526945303051,0.08222013170272813
0.0006988308023115172,0.08222013170272813
0.0006988308023115172,0.08278457196613359
0.0007257089100927295,0.08278457196613359
0.0007257089100927295,0.08840209649240693
0.0007525870178739417,0.08840209649240693
0.0007525870178739417,0.0969224566590512
0.0007794651256551538,0.0969224566590512
0.0007794651256551538,0.09721811584464454
0.0008063432334363661,0.09721811584464454
0.0008063432334363661,0.09754065313801909
0.0008063432334363661,0.09762128746136273
0.0008063432334363661,0.09864265555704878
0.0008063432334363661,0.09869641177261121
0.0008063432334363661,0.09928773014379788
0.0008332213412175783,0.09928773014379788
0.0008332213412175783,0.10068539174842091
